city08,comb08,cylinders,displ,fuelType,highway08,make,model,trany,VClass,year
city MPG,combined MPG,engine cylinders,engine displacement in liters,fuel type,highway MPG,manufacturer,model name,transmission descriptor,EPA vehicle size class,model year
19,22,4,2,Premium,27,Audi,A4 Avant quattro,Automatic (S6),Small Station Wagons,2005
17,19,6,3.1,Premium,24,Audi,A4 Avant quattro,Automatic (S6),Small Station Wagons,2005
10,11,8,6,Regular,12,Chevrolet,Silverado 2500 HD 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2005
13,15,8,4.7,Regular,19,Dodge,Dakota Pickup 2WD,Manual 6-spd,Standard Pickup Trucks 2WD,2005
13,14,8,4.7,Regular,17,Dodge,Ram 1500 Pickup 2WD,Manual 6-spd,Standard Pickup Trucks 2WD,2005
10,11,8,6,Regular,12,GMC,Sierra 2500 Hd 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2005
15,17,6,4,Regular,21,Mazda,B4000 2WD,Automatic 5-spd,Standard Pickup Trucks 2WD,2005
16,18,6,4,Regular,21,Mazda,B4000 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2005
17,19,4,2.5,Regular,22,Nissan,Frontier 2WD,Automatic 5-spd,Standard Pickup Trucks 2WD,2005
19,21,4,2.5,Regular,23,Nissan,Frontier 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2005
14,16,6,4,Regular,19,Nissan,Frontier V6 2WD,Automatic 5-spd,Standard Pickup Trucks 2WD,2005
15,17,6,4,Regular,20,Nissan,Frontier V6 2WD,Manual 6-spd,Standard Pickup Trucks 2WD,2005
14,15,8,4.7,Regular,19,Dodge,Dakota Pickup 4WD,Automatic 5-spd,Standard Pickup Trucks 4WD,2005
13,15,8,4.7,Regular,18,Dodge,Dakota Pickup 4WD,Manual 6-spd,Standard Pickup Trucks 4WD,2005
12,14,8,4.7,Regular,16,Dodge,Ram 1500 Pickup 4WD,Manual 6-spd,Standard Pickup Trucks 4WD,2005
14,16,6,4,Regular,19,Nissan,Frontier V6 4WD,Automatic 5-spd,Standard Pickup Trucks 4WD,2005
15,17,6,4,Regular,19,Nissan,Frontier V6 4WD,Manual 6-spd,Standard Pickup Trucks 4WD,2005
14,16,6,4.2,Regular,19,Saab,9-7X AWD,Automatic 4-spd,Sport Utility Vehicle - 4WD,2005
14,15,8,5.3,Regular,17,Saab,9-7X AWD,Automatic 4-spd,Sport Utility Vehicle - 4WD,2005
14,16,8,5.3,Regular,19,GMC,Envoy 2WD,Automatic 4-spd,Sport Utility Vehicle - 2WD,2005
19,22,4,2,Regular,25,Kia,Sportage 2WD,Automatic 4-spd,Sport Utility Vehicle - 2WD,2005
20,22,4,2,Regular,25,Kia,Sportage 2WD,Manual 5-spd,Sport Utility Vehicle - 2WD,2005
17,20,6,2.7,Regular,23,Kia,Sportage 2WD,Automatic 4-spd,Sport Utility Vehicle - 2WD,2005
15,16,8,4.7,Regular,18,Toyota,4Runner 2WD,Automatic 5-spd,Sport Utility Vehicle - 2WD,2005
14,15,8,5.3,Regular,17,GMC,Envoy 4WD,Automatic 4-spd,Sport Utility Vehicle - 4WD,2005
14,15,8,4.7,Regular,19,Jeep,Grand Cherokee 4WD,Automatic 5-spd,Sport Utility Vehicle - 4WD,2005
19,21,4,2,Regular,24,Kia,Sportage 4WD,Manual 5-spd,Sport Utility Vehicle - 4WD,2005
17,19,6,2.7,Regular,21,Kia,Sportage 4WD,Automatic 4-spd,Sport Utility Vehicle - 4WD,2005
14,15,8,4.7,Regular,18,Lexus,GX 470,Automatic 5-spd,Sport Utility Vehicle - 4WD,2005
14,16,8,4.7,Regular,18,Toyota,4Runner 4WD,Automatic 5-spd,Sport Utility Vehicle - 4WD,2005
13,15,8,4.4,Premium,19,Volvo,XC90 AWD,Automatic (S6),Sport Utility Vehicle - 4WD,2005
14,16,8,5.3,Gasoline or E85,19,GMC,Sierra 1500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2005
13,14,8,5.6,Gasoline or E85,17,Nissan,Titan 2WD,Automatic 5-spd,Standard Pickup Trucks 2WD,2005
12,14,8,5.6,Gasoline or E85,17,Nissan,Titan 4WD,Automatic 5-spd,Standard Pickup Trucks 4WD,2005
19,21,4,2.8,Diesel,24,Jeep,Liberty/Cherokee 4WD,Automatic 5-spd,Sport Utility Vehicle - 4WD,2005
19,22,6,3.5,Regular,28,Toyota,Avalon,Automatic (S5),Large Cars,2005
31,34,4,1.9,Diesel,39,Volkswagen,Jetta,Manual 5-spd,Compact Cars,2005
30,33,4,1.9,Diesel,38,Volkswagen,Jetta,Automatic (S6),Compact Cars,2005
16,19,8,5.3,Regular,25,Pontiac,Grand Prix,Automatic (S4),Midsize Cars,2005
13,15,8,6.1,Premium,18,Chrysler,300C/SRT-8,Automatic 5-spd,Large Cars,2005
13,14,8,5.7,Regular,18,Jeep,Grand Cherokee 2WD,Automatic 5-spd,Sport Utility Vehicle - 2WD,2005
14,16,6,4,Regular,20,Nissan,Xterra 2WD,Automatic 5-spd,Sport Utility Vehicle - 2WD,2005
15,17,6,4,Regular,21,Nissan,Xterra 2WD,Manual 6-spd,Sport Utility Vehicle - 2WD,2005
14,16,6,4,Regular,19,Nissan,Xterra 4WD,Automatic 5-spd,Sport Utility Vehicle - 4WD,2005
15,17,6,4,Regular,19,Nissan,Xterra 4WD,Manual 6-spd,Sport Utility Vehicle - 4WD,2005
13,15,8,4.2,Regular,18,Spyker,C8 Laviolette,Manual 6-spd,Minicompact Cars,2005
13,15,8,4.2,Regular,18,Spyker,C8 Spyder,Manual 6-spd,Two Seaters,2005
13,15,8,4.2,Regular,18,Spyker,C8 Spyder Wide Body,Manual 6-spd,Two Seaters,2005
10,12,12,5.9,Premium,16,Aston Martin,DB9 Coupe Manual,Manual 6-spd,Minicompact Cars,2005
10,12,12,5.9,Premium,16,Aston Martin,DB9 Volante Manual,Manual 6-spd,Minicompact Cars,2005
17,21,6,3.8,Regular,27,Chevrolet,Impala Police,Automatic 4-spd,Large Cars,2005
14,16,8,4.6,Regular,20,Ford,Crown Victoria Police,Automatic 4-spd,Large Cars,2005
13,15,6,4,Regular,19,Mercury,Mountaineer 2WD,Automatic 5-spd,Sport Utility Vehicle - 2WD,2005
18,21,6,2.7,Premium,27,Porsche,Boxster,Manual 5-spd,Two Seaters,2005
18,21,6,2.7,Premium,26,Porsche,Boxster,Manual 6-spd,Two Seaters,2005
16,19,6,2.7,Premium,24,Porsche,Boxster,Automatic 5-spd,Two Seaters,2005
17,20,6,3.2,Premium,25,Porsche,Boxster S,Manual 6-spd,Two Seaters,2005
16,19,6,3.2,Premium,24,Porsche,Boxster S,Automatic 5-spd,Two Seaters,2005
18,21,4,1.8,Premium,26,Audi,TT Roadster,Automatic (S6),Two Seaters,2006
18,21,4,1.8,Premium,26,Audi,TT Roadster quattro,Manual 6-spd,Two Seaters,2006
17,19,6,3.2,Premium,23,Audi,TT Roadster quattro,Automatic (S6),Two Seaters,2006
15,18,8,4.6,Premium,23,Cadillac,XLR,Automatic (S5),Two Seaters,2006
16,19,8,6,Premium,26,Chevrolet,Corvette,Manual 6-spd,Two Seaters,2006
15,19,8,6,Premium,25,Chevrolet,Corvette,Automatic (S6),Two Seaters,2006
15,18,8,7,Premium,24,Chevrolet,Corvette,Manual 6-spd,Two Seaters,2006
19,21,6,3.2,Premium,25,Chrysler,Crossfire Coupe,Automatic 5-spd,Two Seaters,2006
15,18,6,3.2,Premium,22,Chrysler,Crossfire Coupe,Automatic 5-spd,Two Seaters,2006
15,18,6,3.2,Premium,23,Chrysler,Crossfire Coupe,Manual 6-spd,Two Seaters,2006
19,21,6,3.2,Premium,25,Chrysler,Crossfire Roadster,Automatic 5-spd,Two Seaters,2006
15,18,6,3.2,Premium,22,Chrysler,Crossfire Roadster,Automatic 5-spd,Two Seaters,2006
15,18,6,3.2,Premium,23,Chrysler,Crossfire Roadster,Manual 6-spd,Two Seaters,2006
11,13,10,8.3,Premium,19,Dodge,Viper Convertible,Manual 6-spd,Two Seaters,2006
11,13,8,4.3,Premium,16,Ferrari,F430,Automatic 6-spd,Two Seaters,2006
11,13,8,4.3,Premium,16,Ferrari,F430,Manual 6-spd,Two Seaters,2006
45,47,3,1,Regular,49,Honda,Insight,Automatic (variable gear ratios),Two Seaters,2006
48,52,3,1,Regular,58,Honda,Insight,Manual 5-spd,Two Seaters,2006
18,20,4,2.2,Premium,24,Honda,S2000,Manual 6-spd,Two Seaters,2006
10,12,10,5,Premium,15,Lamborghini,L-140/715 Gallardo,Manual 6-spd,Two Seaters,2006
10,12,10,5,Premium,16,Lamborghini,L-140/715 Gallardo,Manual 6-spd,Two Seaters,2006
11,13,10,5,Premium,17,Lamborghini,L-140/715 Gallardo,Automatic (S6),Two Seaters,2006
11,12,10,5,Premium,16,Lamborghini,L-140/715 Gallardo,Automatic (S6),Two Seaters,2006
8,10,12,6.2,Premium,13,Lamborghini,L-147/148 Murcielago,Manual 6-spd,Two Seaters,2006
9,11,12,6.2,Premium,14,Lamborghini,L-147/148 Murcielago,Automatic (S6),Two Seaters,2006
22,24,4,2,Premium,27,Mazda,MX-5,Manual 5-spd,Two Seaters,2006
21,24,4,2,Premium,28,Mazda,MX-5,Manual 6-spd,Two Seaters,2006
20,23,4,2,Premium,28,Mazda,MX-5,Automatic (S6),Two Seaters,2006
14,17,8,5,Premium,22,Mercedes-Benz,SL500,Automatic 7-spd,Two Seaters,2006
12,15,8,5.4,Premium,19,Mercedes-Benz,SL55 AMG,Automatic (S5),Two Seaters,2006
11,14,12,5.5,Premium,18,Mercedes-Benz,SL600,Automatic 5-spd,Two Seaters,2006
12,14,12,6,Premium,18,Mercedes-Benz,SL65 AMG,Automatic (S5),Two Seaters,2006
18,21,6,3,Premium,25,Mercedes-Benz,SLK280,Automatic 7-spd,Two Seaters,2006
17,20,6,3,Premium,25,Mercedes-Benz,SLK280,Manual 6-spd,Two Seaters,2006
17,19,6,3.5,Premium,22,Mercedes-Benz,SLK350,Automatic 7-spd,Two Seaters,2006
16,19,6,3.5,Premium,23,Mercedes-Benz,SLK350,Manual 6-spd,Two Seaters,2006
14,16,8,5.4,Premium,20,Mercedes-Benz,SLK55 AMG,Automatic (S7),Two Seaters,2006
11,13,8,5.4,Premium,16,Mercedes-Benz,SLR,Automatic (S5),Two Seaters,2006
17,19,6,3.5,Premium,23,Nissan,350z,Manual 6-spd,Two Seaters,2006
17,19,6,3.5,Premium,23,Nissan,350z,Automatic (S5),Two Seaters,2006
17,19,6,3.5,Premium,23,Nissan,350z Roadster,Manual 6-spd,Two Seaters,2006
16,19,6,3.5,Premium,23,Nissan,350z Roadster,Automatic (S5),Two Seaters,2006
17,21,4,2.4,Premium,26,Pontiac,Solstice,Manual 5-spd,Two Seaters,2006
16,19,6,2.7,Premium,24,Porsche,Boxster,Automatic 5-spd,Two Seaters,2006
18,21,6,2.7,Premium,27,Porsche,Boxster,Manual 5-spd,Two Seaters,2006
18,21,6,2.7,Premium,26,Porsche,Boxster,Manual 6-spd,Two Seaters,2006
16,19,6,3.2,Premium,24,Porsche,Boxster S,Automatic 5-spd,Two Seaters,2006
17,20,6,3.2,Premium,25,Porsche,Boxster S,Manual 6-spd,Two Seaters,2006
11,13,12,5.9,Premium,18,Aston Martin,DB9 Coupe,Automatic (S6),Minicompact Cars,2006
10,12,12,5.9,Premium,16,Aston Martin,DB9 Coupe Manual,Manual 6-spd,Minicompact Cars,2006
11,13,12,5.9,Premium,17,Aston Martin,DB9 Volante,Automatic (S6),Minicompact Cars,2006
10,12,12,5.9,Premium,16,Aston Martin,DB9 Volante Manual,Manual 6-spd,Minicompact Cars,2006
10,12,12,5.9,Premium,16,Aston Martin,V12 Vanquish S,Automatic (S6),Minicompact Cars,2006
18,21,4,1.8,Premium,27,Audi,TT Coupe,Automatic (S6),Minicompact Cars,2006
18,21,4,1.8,Premium,26,Audi,TT Coupe quattro,Manual 6-spd,Minicompact Cars,2006
17,20,6,3.2,Premium,24,Audi,TT Coupe quattro,Automatic (S6),Minicompact Cars,2006
17,20,6,2.5,Premium,25,BMW,325ci Convertible,Manual 5-spd,Minicompact Cars,2006
16,19,6,2.5,Premium,24,BMW,325ci Convertible,Automatic (S5),Minicompact Cars,2006
17,20,6,3,Premium,26,BMW,330ci Convertible,Manual 6-spd,Minicompact Cars,2006
16,19,6,3,Premium,23,BMW,330ci Convertible,Automatic (S5),Minicompact Cars,2006
14,17,6,3.2,Premium,21,BMW,M3 Convertible,Manual 6-spd,Minicompact Cars,2006
14,16,6,3.2,Premium,20,BMW,M3 Convertible,Automatic (S6),Minicompact Cars,2006
16,19,8,4.2,Premium,24,Jaguar,XK8 Convertible,Automatic 6-spd,Minicompact Cars,2006
15,17,8,4.2,Premium,22,Jaguar,XKR Convertible,Automatic 6-spd,Minicompact Cars,2006
17,19,8,4.3,Premium,23,Lexus,SC 430,Automatic (S6),Minicompact Cars,2006
23,26,4,1.6,Premium,31,MINI,Cooper,Automatic (variable gear ratios),Minicompact Cars,2006
24,28,4,1.6,Premium,33,MINI,Cooper,Manual 5-spd,Minicompact Cars,2006
23,25,4,1.6,Premium,30,MINI,Cooper Convertible,Automatic (variable gear ratios),Minicompact Cars,2006
24,27,4,1.6,Premium,32,MINI,Cooper Convertible,Manual 5-spd,Minicompact Cars,2006
22,24,4,1.6,Premium,29,MINI,Cooper S,Manual 6-spd,Minicompact Cars,2006
21,24,4,1.6,Premium,29,MINI,Cooper S,Automatic (S6),Minicompact Cars,2006
22,24,4,1.6,Premium,29,MINI,Cooper S Convertible,Manual 6-spd,Minicompact Cars,2006
21,24,4,1.6,Premium,29,MINI,Cooper S Convertible,Automatic (S6),Minicompact Cars,2006
17,19,6,3.6,Premium,24,Porsche,Carrera 2 Cabriolet,Automatic 5-spd,Minicompact Cars,2006
16,19,6,3.6,Premium,24,Porsche,Carrera 2 Cabriolet,Manual 6-spd,Minicompact Cars,2006
17,19,6,3.6,Premium,24,Porsche,Carrera 2 Coupe,Automatic 5-spd,Minicompact Cars,2006
16,19,6,3.6,Premium,24,Porsche,Carrera 2 Coupe,Manual 6-spd,Minicompact Cars,2006
16,19,6,3.8,Premium,23,Porsche,Carrera 2 S Cabriolet,Automatic 5-spd,Minicompact Cars,2006
16,19,6,3.8,Premium,24,Porsche,Carrera 2 S Cabriolet,Manual 6-spd,Minicompact Cars,2006
16,19,6,3.8,Premium,23,Porsche,Carrera 2 S Coupe,Automatic 5-spd,Minicompact Cars,2006
16,19,6,3.8,Premium,24,Porsche,Carrera 2 S Coupe,Manual 6-spd,Minicompact Cars,2006
16,19,6,3.6,Premium,24,Porsche,Carrera 4 Cabriolet,Automatic 5-spd,Minicompact Cars,2006
16,19,6,3.6,Premium,24,Porsche,Carrera 4 Cabriolet,Manual 6-spd,Minicompact Cars,2006
16,19,6,3.6,Premium,24,Porsche,Carrera 4 Coupe,Automatic 5-spd,Minicompact Cars,2006
16,19,6,3.6,Premium,24,Porsche,Carrera 4 Coupe,Manual 6-spd,Minicompact Cars,2006
16,19,6,3.8,Premium,23,Porsche,Carrera 4 S Cabriolet,Automatic 5-spd,Minicompact Cars,2006
15,18,6,3.8,Premium,23,Porsche,Carrera 4 S Cabriolet,Manual 6-spd,Minicompact Cars,2006
16,19,6,3.8,Premium,23,Porsche,Carrera 4 S Coupe,Automatic 5-spd,Minicompact Cars,2006
15,18,6,3.8,Premium,23,Porsche,Carrera 4 S Coupe,Manual 6-spd,Minicompact Cars,2006
19,22,5,2.5,Regular,28,Volkswagen,New Beetle Convertible,Manual 5-spd,Minicompact Cars,2006
19,22,5,2.5,Regular,28,Volkswagen,New Beetle Convertible,Automatic (S6),Minicompact Cars,2006
24,26,4,2,Regular,31,Acura,RSX,Manual 5-spd,Subcompact Cars,2006
20,23,4,2,Premium,28,Acura,RSX,Manual 6-spd,Subcompact Cars,2006
22,25,4,2,Regular,31,Acura,RSX,Automatic (S5),Subcompact Cars,2006
20,23,4,1.8,Premium,28,Audi,A4 Cabriolet,Automatic (variable gear ratios),Subcompact Cars,2006
16,18,6,3,Premium,23,Audi,A4 Cabriolet quattro,Automatic (S5),Subcompact Cars,2006
13,16,8,4.2,Premium,20,Audi,S4 Cabriolet,Manual 6-spd,Subcompact Cars,2006
14,16,8,4.2,Premium,20,Audi,S4 Cabriolet,Automatic (S6),Subcompact Cars,2006
18,21,6,2.5,Premium,27,BMW,325ci,Manual 5-spd,Subcompact Cars,2006
17,20,6,2.5,Premium,25,BMW,325ci,Automatic (S5),Subcompact Cars,2006
18,21,6,3,Premium,28,BMW,330ci,Manual 6-spd,Subcompact Cars,2006
17,20,6,3,Premium,24,BMW,330ci,Automatic (S5),Subcompact Cars,2006
14,16,8,4.8,Premium,21,BMW,650ci,Manual 6-spd,Subcompact Cars,2006
15,18,8,4.8,Premium,23,BMW,650ci,Automatic (S6),Subcompact Cars,2006
14,16,8,4.8,Premium,20,BMW,650ci,Automatic (S6),Subcompact Cars,2006
13,15,8,4.8,Premium,20,BMW,650ci Convertible,Manual 6-spd,Subcompact Cars,2006
15,18,8,4.8,Premium,23,BMW,650ci Convertible,Automatic (S6),Subcompact Cars,2006
13,15,8,4.8,Premium,19,BMW,650ci Convertible,Automatic (S6),Subcompact Cars,2006
14,17,6,3.2,Premium,22,BMW,M3,Manual 6-spd,Subcompact Cars,2006
15,17,6,3.2,Premium,21,BMW,M3,Automatic (S6),Subcompact Cars,2006
21,25,4,1.6,Regular,31,Chevrolet,Aveo 5,Automatic 4-spd,Subcompact Cars,2006
22,26,4,1.6,Regular,32,Chevrolet,Aveo 5,Manual 5-spd,Subcompact Cars,2006
20,23,4,2,Premium,27,Chevrolet,Cobalt,Manual 5-spd,Subcompact Cars,2006
21,24,4,2.2,Regular,29,Chevrolet,Cobalt,Automatic 4-spd,Subcompact Cars,2006
22,25,4,2.2,Regular,31,Chevrolet,Cobalt,Manual 5-spd,Subcompact Cars,2006
21,24,4,2.4,Premium,29,Chevrolet,Cobalt,Automatic 4-spd,Subcompact Cars,2006
22,25,4,2.4,Premium,31,Chevrolet,Cobalt,Manual 5-spd,Subcompact Cars,2006
17,19,6,4,Regular,23,Ford,Mustang,Automatic 5-spd,Subcompact Cars,2006
17,20,6,4,Regular,26,Ford,Mustang,Manual 5-spd,Subcompact Cars,2006
15,18,8,4.6,Regular,22,Ford,Mustang,Automatic 5-spd,Subcompact Cars,2006
15,18,8,4.6,Regular,23,Ford,Mustang,Manual 5-spd,Subcompact Cars,2006
26,30,4,1.8,Regular,36,Honda,Civic,Automatic 5-spd,Subcompact Cars,2006
26,29,4,1.8,Regular,34,Honda,Civic,Manual 5-spd,Subcompact Cars,2006
19,22,4,2,Regular,27,Hyundai,Tiburon,Automatic 4-spd,Subcompact Cars,2006
21,23,4,2,Regular,28,Hyundai,Tiburon,Manual 5-spd,Subcompact Cars,2006
17,19,6,2.7,Regular,24,Hyundai,Tiburon,Automatic 4-spd,Subcompact Cars,2006
17,20,6,2.7,Regular,24,Hyundai,Tiburon,Manual 5-spd,Subcompact Cars,2006
16,19,6,2.7,Regular,24,Hyundai,Tiburon,Manual 6-spd,Subcompact Cars,2006
16,19,8,4.2,Premium,24,Jaguar,XK8,Automatic 6-spd,Subcompact Cars,2006
15,17,8,4.2,Premium,22,Jaguar,XKR,Automatic 6-spd,Subcompact Cars,2006
18,21,6,2.5,Premium,26,Lexus,IS 250,Manual 6-spd,Subcompact Cars,2006
21,24,6,2.5,Premium,29,Lexus,IS 250,Automatic (S6),Subcompact Cars,2006
20,22,6,2.5,Premium,26,Lexus,IS 250 AWD,Automatic (S6),Subcompact Cars,2006
19,21,6,3.5,Premium,26,Lexus,IS 350,Automatic (S6),Subcompact Cars,2006
11,13,8,4.2,Premium,18,Maserati,Coupe Cambiocorsa/GT/G-Sport,Automatic 6-spd,Subcompact Cars,2006
12,14,8,4.2,Premium,17,Maserati,Coupe Cambiocorsa/GT/G-Sport,Manual 6-spd,Subcompact Cars,2006
16,18,2,1.3,Premium,22,Mazda,RX-8,Manual 6-spd,Subcompact Cars,2006
16,19,2,1.3,Premium,23,Mazda,RX-8,Automatic (S6),Subcompact Cars,2006
17,20,6,3.5,Premium,26,Mercedes-Benz,CLK350,Automatic 7-spd,Subcompact Cars,2006
16,19,6,3.5,Premium,24,Mercedes-Benz,CLK350 (Cabriolet),Automatic 7-spd,Subcompact Cars,2006
15,18,8,5,Premium,23,Mercedes-Benz,CLK500,Automatic 7-spd,Subcompact Cars,2006
15,18,8,5,Premium,23,Mercedes-Benz,CLK500 (Cabriolet),Automatic 7-spd,Subcompact Cars,2006
15,17,8,5.4,Premium,21,Mercedes-Benz,CLK55 AMG (Cabriolet),Automatic (S5),Subcompact Cars,2006
20,23,4,2.4,Regular,28,Mitsubishi,Eclipse,Manual 5-spd,Subcompact Cars,2006
20,22,4,2.4,Regular,26,Mitsubishi,Eclipse,Automatic (S4),Subcompact Cars,2006
16,19,6,3.8,Premium,25,Mitsubishi,Eclipse,Manual 6-spd,Subcompact Cars,2006
17,20,6,3.8,Premium,26,Mitsubishi,Eclipse,Automatic (S5),Subcompact Cars,2006
21,25,4,1.6,Regular,31,Pontiac,Wave 5,Automatic 4-spd,Subcompact Cars,2006
22,26,4,1.6,Regular,32,Pontiac,Wave 5,Manual 5-spd,Subcompact Cars,2006
19,21,4,2,Premium,27,Saab,9-3 Convertible,Manual 5-spd,Subcompact Cars,2006
17,20,4,2,Premium,25,Saab,9-3 Convertible,Automatic (S5),Subcompact Cars,2006
16,19,6,2.8,Premium,26,Saab,9-3 Convertible,Manual 6-spd,Subcompact Cars,2006
15,19,6,2.8,Premium,26,Saab,9-3 Convertible,Automatic (S6),Subcompact Cars,2006
18,20,4,2.5,Premium,24,Subaru,Impreza AWD,Automatic 4-spd,Subcompact Cars,2006
20,22,4,2.5,Regular,25,Subaru,Impreza AWD,Automatic 4-spd,Subcompact Cars,2006
17,20,4,2.5,Premium,24,Subaru,Impreza AWD,Manual 5-spd,Subcompact Cars,2006
20,22,4,2.5,Regular,27,Subaru,Impreza AWD,Manual 5-spd,Subcompact Cars,2006
16,18,4,2.5,Premium,22,Subaru,Impreza AWD,Manual 6-spd,Subcompact Cars,2006
21,25,4,1.6,Regular,31,Suzuki,Swift x,Automatic 4-spd,Subcompact Cars,2006
22,26,4,1.6,Regular,32,Suzuki,Swift x,Manual 5-spd,Subcompact Cars,2006
20,23,4,2.4,Regular,27,Scion,tC,Automatic 4-spd,Subcompact Cars,2006
19,22,4,2.4,Regular,27,Scion,tC,Manual 5-spd,Subcompact Cars,2006
27,30,4,1.5,Regular,35,Scion,xA,Automatic 4-spd,Subcompact Cars,2006
27,30,4,1.5,Regular,34,Scion,xA,Manual 5-spd,Subcompact Cars,2006
31,34,4,1.9,Diesel,40,Volkswagen,New Beetle,Manual 5-spd,Subcompact Cars,2006
30,33,4,1.9,Diesel,38,Volkswagen,New Beetle,Automatic (S6),Subcompact Cars,2006
20,23,5,2.5,Regular,28,Volkswagen,New Beetle,Manual 5-spd,Subcompact Cars,2006
20,23,5,2.5,Regular,29,Volkswagen,New Beetle,Automatic (S6),Subcompact Cars,2006
21,24,4,2,Premium,30,Audi,A4,Automatic (variable gear ratios),Compact Cars,2006
20,24,4,2,Premium,31,Audi,A4,Manual 6-spd,Compact Cars,2006
18,21,6,3.1,Premium,27,Audi,A4,Automatic (variable gear ratios),Compact Cars,2006
20,23,4,2,Premium,28,Audi,A4 quattro,Manual 6-spd,Compact Cars,2006
19,22,4,2,Premium,27,Audi,A4 quattro,Automatic (S6),Compact Cars,2006
15,19,6,3.1,Premium,25,Audi,A4 quattro,Manual 6-spd,Compact Cars,2006
17,20,6,3.1,Premium,25,Audi,A4 quattro,Automatic (S6),Compact Cars,2006
13,16,8,4.2,Premium,20,Audi,S4,Manual 6-spd,Compact Cars,2006
14,16,8,4.2,Premium,21,Audi,S4,Automatic (S6),Compact Cars,2006
10,13,12,6,Premium,17,Bentley,Continental GT,Automatic (S6),Compact Cars,2006
18,21,6,3,Premium,28,BMW,325i,Manual 6-spd,Compact Cars,2006
18,21,6,3,Premium,27,BMW,325i,Automatic (S6),Compact Cars,2006
17,20,6,3,Premium,26,BMW,325xi,Manual 6-spd,Compact Cars,2006
18,20,6,3,Premium,25,BMW,325xi,Automatic (S6),Compact Cars,2006
18,21,6,3,Premium,28,BMW,330i,Manual 6-spd,Compact Cars,2006
18,21,6,3,Premium,27,BMW,330i,Automatic (S6),Compact Cars,2006
17,20,6,3,Premium,25,BMW,330i,Automatic (S6),Compact Cars,2006
17,20,6,3,Premium,26,BMW,330xi,Manual 6-spd,Compact Cars,2006
18,20,6,3,Premium,25,BMW,330xi,Automatic (S6),Compact Cars,2006
19,22,4,2,Regular,28,Chevrolet,Optra,Automatic 4-spd,Compact Cars,2006
20,23,4,2,Regular,28,Chevrolet,Optra,Manual 5-spd,Compact Cars,2006
19,22,4,2,Regular,28,Chevrolet,Optra 5,Automatic 4-spd,Compact Cars,2006
20,23,4,2,Regular,28,Chevrolet,Optra 5,Manual 5-spd,Compact Cars,2006
20,22,4,2.4,Regular,27,Chrysler,Sebring Convertible,Automatic 4-spd,Compact Cars,2006
22,25,4,2,Regular,29,Ford,Focus,Automatic 4-spd,Compact Cars,2006
23,26,4,2,Regular,31,Ford,Focus,Manual 5-spd,Compact Cars,2006
20,23,4,2.3,Regular,28,Ford,Focus,Manual 5-spd,Compact Cars,2006
25,28,4,1.6,Regular,33,Hyundai,Accent,Automatic 4-spd,Compact Cars,2006
27,29,4,1.6,Regular,32,Hyundai,Accent,Manual 5-spd,Compact Cars,2006
17,20,6,3.5,Premium,24,Infiniti,G35,Manual 6-spd,Compact Cars,2006
17,19,6,3.5,Regular,23,Infiniti,G35,Automatic (S5),Compact Cars,2006
16,18,6,3.5,Regular,22,Infiniti,G35,Automatic (S5),Compact Cars,2006
17,19,6,3.5,Premium,23,Infiniti,G35,Automatic (S5),Compact Cars,2006
16,18,6,3,Premium,22,Jaguar,X-Type,Automatic 5-spd,Compact Cars,2006
16,19,6,3,Premium,24,Jaguar,X-Type,Manual 5-spd,Compact Cars,2006
25,29,4,1.6,Regular,35,Kia,Rio,Automatic 4-spd,Compact Cars,2006
27,29,4,1.6,Regular,32,Kia,Rio,Manual 5-spd,Compact Cars,2006
24,27,4,2,Regular,32,Mazda,3,Manual 5-spd,Compact Cars,2006
23,26,4,2,Regular,31,Mazda,3,Automatic (S4),Compact Cars,2006
22,25,4,2.3,Regular,29,Mazda,3,Manual 5-spd,Compact Cars,2006
22,24,4,2.3,Regular,28,Mazda,3,Automatic (S5),Compact Cars,2006
19,22,6,2.5,Premium,27,Mercedes-Benz,C230,Automatic 7-spd,Compact Cars,2006
18,21,6,2.5,Premium,27,Mercedes-Benz,C230,Manual 6-spd,Compact Cars,2006
18,21,6,3,Premium,26,Mercedes-Benz,C280,Automatic 7-spd,Compact Cars,2006
17,20,6,3,Premium,24,Mercedes-Benz,C280 4matic,Automatic 5-spd,Compact Cars,2006
18,21,6,3.5,Premium,27,Mercedes-Benz,C350,Automatic 7-spd,Compact Cars,2006
18,21,6,3.5,Premium,26,Mercedes-Benz,C350,Manual 6-spd,Compact Cars,2006
17,19,6,3.5,Premium,22,Mercedes-Benz,C350 4matic,Automatic 5-spd,Compact Cars,2006
15,17,8,5.4,Premium,20,Mercedes-Benz,C55 AMG,Automatic (S5),Compact Cars,2006
14,17,8,5,Premium,22,Mercedes-Benz,CL500,Automatic 7-spd,Compact Cars,2006
13,16,8,5.4,Premium,20,Mercedes-Benz,CL55 AMG,Automatic (S5),Compact Cars,2006
12,14,12,5.5,Premium,17,Mercedes-Benz,CL600,Automatic 5-spd,Compact Cars,2006
